Id,Должности
2164,Middle Android Developer
2165,Аналитик (розничная сеть)
2166,Консультант SAP BPC
2167,Web-разработчик
2168,Digital Product Owner
2169,Главный менеджер маркетплейса по работе Ozon (Офис)
2170,Junior Analyst
2171,Управляющий риск-менеджер (ПВР)
2172,Chief Delivery Officer (CDO)
2173,Бизнес-аналитик (Индустриальные проекты)
2174,PHP back-end разработчик (laravel)
2175,Руководитель контактного центра
2176,Бизнес - эксперт в совет директоров
2177,Системный аналитик в стрим Кредиты
2178,Помощник бухгалтера
2179,Бизнес-аналитик ITSM (работа в офисе)
2180,Инженер в отдел ТОиР авиационных двигателей
2181,SEO-специалист / SEO-оптимизатор
2182,"Менеджер проектов по развитию бизнеса в категории ""Офисные профессии"""
2183,Бизнес-аналитик в Кредитные продукты
2184,Golang-разработчик
2185,Специалист по продажам технологических решений (Pre-sale Manager / Product Sales)
2186,Инженер-тестировщик middle/ middle+ (заказная разработка ПО)
2187,Менеджер по работе с Wildberries / Специалист по Wildberries
2188,Middle аналитик
2189,Стажер-аналитик (Маркетинг отраслевых решений в сфере медицины)
2190,Бизнес-ассистент Генерального директора
2191,Главный бизнес-аналитик (логистика/пополнение/товародвижение)
2192,DevOps-инженер в команду Интеграционный слой
2193,Системный Бизнес аналитик 1С
2194,Личный ассистент собственника бренда уходовой косметики VOIS
2195,Финансовый аналитик по управленческому учёту (HQ FP&A)
2196,"Бизнес-аналитик команды ""Небанковские сервисы"""
2197,Менеджер по работе с партнерами (IT)
2198,Старший консультант ЗУП
2199,Руководитель группы аналитики
2200,Бизнес-аналитик Битрикс24
2201,Аккаунт-менеджер
2202,Коммерческий директор/Руководитель подразделения
2203,Системный администратор (Виртуализация и сети)
2204,New Business Director
2205,Стажер Арт-директор / Intern Art Director
2206,Аналитик данных ритейл
2207,Midlle Project manager
2208,Системный аналитик (удаленно/гибрид)
2209,Бэкенд разработчик (Kotlin)
2210,Главный экономист
2211,Бизнес-ассистент Генерального Директора
2212,Бизнес-аналитик (технологическое развитие торговых сервисов)
2213,Бизнес-аналитик 1С ERP(производство)
2214,Системный аналитик (1С)
2215,DevOps engineer (Observability)
2216,Менеджер по работе с ключевыми клиентами / КАМ
2217,Руководитель проектов (внедрение ИТ решений в ритейле) Удаленно
2218,Программист C#/ .NET
2219,Прикладной администратор/DevOps инженер
2220,Системный аналитик (Middle)
2221,Бизнес-аналитик/ Менеджер по эффективности торговых команд
2222,Middle-разработчик Java
2223,Delivery Process Owner
2224,Дата-сайентист в Маркет
2225,C# разработчик
2226,Технолог / тестировщик
2227,Менеджер по продвижению на маркетплейсах
2228,Старший специалист по аналитике рынка и бизнес-информации
2229,Middle/Senior DevOps Engineer
2230,"Коммерческий директор / CMO (CRO, CCO)"
2231,Big Data infrastructure engineer/DWH (Москва)
2232,BI разработчик
2233,QA engineer/специалист по тестированию
2234,Junior BI-аналитик / маркетолог
2235,Руководитель департамента по компенсациям и льготам
2236,Программист/разработчик PHP-backend
2237,Аналитик (CRM Python)
2238,Junior Frontend Developer React
2239,Разработчик систем бизнес-аналитики
2240,Менеджер проектов в команду CRM
2241,Project Manager (GameDev)
2242,R&D Product Registration Coordinator / Координатор по регистрации товаров и соблюдению нормативов
2243,Senior QA automation engineer
2244,Аналитик транспортных расходов
2245,"Главный аналитик бизнес-процессов (АБС ЦФТ, направление ПОД/ФТ)"
2246,Продуктовый дизайнер
2247,Менеджер по работе с маркетплейсам (Wildberries/OZON)
2248,Младший разработчик 1С
2249,CTO/Руководитель отдела разработки
2250,Продакт-менеджер (Selection)
2251,BI-аналитик в команду Авито Путешествий
2252,"Аналитик 1C, Группа B2B-аналитики, Ozon Банк"
2253,"Стажёр / Junior project manager (офис, английский язык)"
2254,Руководитель проекта (девелопмент)
2255,Бизнес аналитик отдела продаж
2256,Team lead PHP
2257,Аналитик / Ведущий аналитик
2258,Ручной тестировщик (QA manual) в продукт Цифровое правосудие
2259,Системный аналитик (junior+/middle)
2260,Руководитель направления продаж IT проектов
2261,Бизнес-аналитик (в отдел эксплуатации)
2262,Аналитик бизнес процессов и систем (MCM)
2263,Frontend-разработчик (Vue.JS)
2264,DevOps Engineer Trainee / Стажер
2265,"Младший аналитик Threat Intelligence, исследование сложных угроз APT"
2266,"BI аналитик, FMCG"
2267,Python разработчик (DDI)
2268,Full-stack WordPress Developer
2269,Frontend-разработчик (Middle)
2270,Бизнес-аналитик (маркетинг)
2271,Специалист по оформлению сделок
2272,"Специалист технической поддержки по хостингу (2-я линия, тикеты)"
2273,Data-аналитик в области временных рядов (Junior)
2274,Технический лидер / Архитектор безопасности
2275,Marketing Researcher / Специалист по качественным исследованиям
2276,Middle/Senior Full stack JavaScript Разработчик
2277,Junior Site Reliability Engineer в команду Автоматизации складов с ИИ
2278,"DevOps-инженер, почта и мессенджер"
2279,Digital-маркетолог (лидогенератор)
2280,Java/Kotlin Developer
2281,Business analyst senior
2282,Менеджер маркетплейсов
2283,Аналитик BI (Security Operations Center)
2284,SMM-lead
2285,Backend Developer Разработчик PHP
2286,Координатор проектов
2287,Консультант-методолог 1С
2288,Business Partner Operations specialist
2289,Testing Engineer (KSMG)
2290,Старший аналитик Казначейства
2291,Главный клиентский менеджер
2292,"Ведущий аналитик, процессинг"
2293,ИТ лидер команды (Команда данные и аналитика)
2294,Разработчик Java/Kotlin (Управление доступов и ролевых моделей)
2295,Помощник руководителя проектов разработки программного обеспечения
2296,Бухгалтер по кассовым операциям и учету услуг
2297,Главный бухгалтер на ОУР
2298,Системный аналитик (возможна удаленка)
2299,BI-аналитик (SuperSet)
2300,Директор по развитию бизнеса
2301,Руководитель отдела аналитиков
2302,Бизнес-аналитик (офис)
2303,"Embedded-программист (производство, С)"
2304,Старший фронтенд разработчик
2305,Ведущий программист 1C: Управление холдингом
2306,Менеджер Wildberries
2307,Product manager
2308,Бизнес - аналитик (CJE в стрим розничный клиент)
2309,"Бизнес-аналитик (sql, python)"
2310,Технический Руководитель проекта виртуализации
2311,"Менеджер по продажам B2B (опт, входящие заявки, ПЭТ-пленка)"
2312,Руководитель отдела бизнес и системного анализа
2313,Младший аналитик (разработка отчетности)
2314,BI-Аналитик
2315,Бизнес-аналитик (Главный специалист/Эксперт)
2316,Стажер контент менеджер
2317,Senior IT Project manager / Менеджер ИТ-проектов
2318,Python-разработчик (парсинг)
2319,Ведущий менеджер по маркетплейсам (OZON)
2320,Devops инженер
2321,Middle Node.js Developer
2322,BI\Data Аналитик
2323,Бизнес-аналитик/специалист по автоматизации
2324,Главный специалист проектного офиса
2325,"QA-специалист/тестировщик, middle"
2326,Бизнес-аналитик (Корпоративный бизнес)
2327,Интегратор Битрикс 24
2328,Системный аналитик (Финтех)
2329,Java-разработчик систем CRM
2330,"Аналитик данных (Power BI, Excel)"
2331,Chief Legal Officer
2332,Технический архитектор 1С (отдел разработки)
2333,Персональный Ассистент
2334,DevOps-инженер (Clickhouse)
2335,Ведущий консультант по информационным системам 1C
2336,Промт-инженер (ИИ)
2337,Разработчик игр с Webview (Unity)
2338,Руководитель казначейства
2339,Gameplay Programmer C++/UE5 (Middle/Senior)
2340,Менеджер по внутренней рекламе/Маркетолог Wildberries
2341,Режиссер монтажа
2342,Менеджер интернет-проекта
2343,Руководитель отдела продаж в офис компании “РАУМЕД”
2344,Сетевой инженер (Senior)
2345,Продуктовый дизайнер Uzum Bank
2346,Team Leader | Art Director
2347,DevOps-инженер (Потоковые данные)
2348,Руководитель направления по бизнес-анализу
2349,"Старший Java-разработчик, сервис поиска и рекомендаций"
2350,Руководитель проекта по внедрению 1С ERP 2.5
2351,Data Analyst (Python) / Аналитик данных
2352,Lead DevOps specialist
2353,QA Manual
2354,"Руководитель проекта/Менеджер проекта (премиум уровень, коттеджное строительство)"
2355,Ведущий разработчик
2356,Управляющий директор (бизнес-аналитик/технолог) Департамента корпоративных кредитных рисков
2357,Менеджер Ozon
2358,"Backend Python Developer (FastAPI, Highload)"
2359,Программист-стажёр
2360,Ведущий/старший аналитик
2361,Senior Android-разработчик
2362,ИТ Технолог/Системный аналитик(КИБ)
2363,Руководитель отдела маркетинга (IT B2B)
2364,Devops Engineer (Kubernetes)
2365,Директор Департамента информационных технологий в Управляющую компанию (Ценные бумаги)
2366,Директор по маркетингу в Дача Групп
2367,Ведущий frontend / react разработчик
2368,Клиентский менеджер в салон красоты / Старший администратор
2369,IOS (Swift) Разработчик
2370,Руководитель отдела Digital маркетинга
2371,Бизнес-аналитик (поддержка цифровых сервисов) junior
2372,DevOps (Trust&Safety)
2373,Frontend-разработчик/Верстальщик
2374,Golang-разработчик/GO
2375,Middle/Senior DevOps engineer
2376,Python-разработчик Low-code
2377,System administrator Linux / DevOps engineer
2378,SAP ABAP разработчик (middle)
2379,DevOps-инженер (YAPPY)
2380,3D Artist
2381,Ведущий системный аналитик
2382,Главный специалист по аналитике проектов в недвижимости
2383,Devops-инженер (Ведущий интеграционный инженер)
2384,Аналитик 1С (1С: КА)
2385,"Менеджер проектов (IT, SEO)"
2386,Animator / Character animator
2387,Frontend-разработчик (Vue)
2388,Региональный менеджер по продажам
2389,QA engineer
2390,Руководитель группы работы с данными
2391,Менеджер ВБ / Wildberries / Вайлдберис
2392,Руководитель теплого склада
2393,Head of Product (Offer Walls)
2394,"Data Scientist/Разработчик машинного обучения (ML, NLM, LLM)"
2395,Middle Flutter (web) разработчик
2396,Browser Security Researcher / Исследователь безопасности браузеров
2397,IT Бизнес-аналитик
2398,Systems Analyst
2399,Системный/Бизнес аналитик Middle (44-ФЗ)
2400,Инженер-тестировщик
2401,Node JS Developer Nest
2402,Менеджер по продажам
2403,Devops/Системный инженер
2404,Заместитель руководителя Департамента продаж (Крупный бизнес)
2405,"Бизнес-аналитик (бизнес-процессы, ERP)"
2406,Руководитель группы текстовых продаж
2407,Менеджер платежных систем
2408,Системный аналитик DWH (банковские проекты)
2409,QA/Тестировщик
2410,Junior Аналитик отчетности операционных рисков
2411,Devops-инженер (СберТранспорт)
2412,Программист
2413,Авитолог (логистические услуги)
2414,Руководитель департамента Бизнес анализа IT
2415,Юрист-аналитик
2416,Программист 1С автомобильный бизнес (удаленный формат)
2417,Бизнес-аналитик (ГосОблако)
2418,DevOps-инженер (Middle+/Senior)
2419,Руководитель маркетингового отдела
2420,DevOps инженер (облачная платформа)
2421,Специалист по контролю защищенности
2422,Мобильный тестировщик / Mobile QA
2423,Ведущий бизнес-аналитик (нефтегазовая отрасль)
2424,Специалист по закупкам
2425,Системный бизнес аналитик 1С
2426,Team Lead Битрикс24
2427,Портфельный аналитик
2428,"Инженер автоматизированного тестирования ПО (офис БЦ Рига Ленд, 26 км автодороги Балтия)"
2429,Бизнес-аналитик на web-сайт
2430,Специалист технической поддержки и внедрения
2431,DevOps Инженер (Yandex Cloud)
2432,Ведущий бизнес аналитик (Solar Dozor)
2433,Операционный менеджер / Проектный менеджер
2434,Программист Python (Junior+/Middle)
2435,Руководитель E-commerce направления
2436,Product Manager API
2437,Backend .NET Developer
2438,Редактор (корпоративная отчетность)
2439,Procurement Specialist
2440,Специалист по снабжению на строительный проект (г. Москва)
2441,"Инженер-программист АСУТП (Siemens, Step 7, TIA Portal)"
2442,DevOps (Middle+ / Senior)
2443,Ведущий системный аналитик 1C
2444,Бизнес-аналитик в Т-Бизнес
2445,Директолог / Контекстолог / Специалист по контекстной рекламе
2446,Менеджер по продвижению на маркетплейсах (WB и/или OZON)
2447,Координатор проекта «Сопровождение замещающих семей»
2448,Старший системный аналитик (маркетплейсы)
2449,Менеджер по методологии
2450,Бизнес-аналитик/Менеджер по качеству (СМК)
2451,Game analyst
2452,Главный системный администратор/руководитель
2453,Senior DevOps-инженер
2454,Бухгалтер (Финансовый менеджер)
2455,"Go разработчик , Профиль и документы пользователя"
2456,Руководитель отдела Devops
2457,Стажер - Бизнес Аналитик
2458,DevSecOps engineer
2459,Разработчик-стажер
2460,PHP Senior Developer
2461,DevOps-инженер в команду Облачная платформа
2462,Фронтенд-разработчик
2463,Frontend developer (React)
2464,Директор по управлению бизнес-процессами
2465,Менеджер IT-проектов
2466,Финансовый директор/CFO/Финансовый менеджер
2467,Linux DevOps/Системный администратор Linux
2468,Бизнес-аналитик/Проектный менеджер (г. Пушкино)
2469,"SMM менеджер, менеджер по продвижению и продажам (в офисе)"
2470,Middle SEO специалист
2471,Бизнес аналитик (стрим Кредиты)
2472,Стажер бизнес-аналитик BI систем
2473,Бизнес-аналитик (Senior)
2474,Senior Knowledge Integration manager / Старший аналитик
2475,Программист 1С
2476,Руководитель проектов (управление эффективностью и численностью)
2477,Руководитель digital-маркетинга
2478,Бизнес-аналитик в команду WMS
2479,Руководитель по маркетингу эксклюзивного продукта ( Крупная российская горнорудная компания)
2480,Бизнес-аналитик/Системный аналитик
2481,Senior Business Analyst
2482,Finance Planning & Analysis Manager - FP&A - (FMCG)
2483,DevOps Engineer (Цифровые документы)
2484,Асессор
2485,Разработчик java EE (Модуль клиенты и касса)
2486,Личный помощник
2487,Дизайнер образовательного опыта/методист
2488,Руководитель отдела риск-аналитики
2489,Ведущий аналитик 1С (Финансовый контур со знанием МСФО)
2490,"Javascript разработчик (React, Typescript)"
2491,Сreative Middle HTML-верстальщик (Frontend-разработчик)
2492,Маркетолог на проект (конкурентная разведка/анализ конкурентов)
2493,Продуктовый аналитик (мобильное приложение сборщика)
2494,DevOps инженер (middle)
2495,IOS разработчик (Swift)
2496,Разработчик Angular (Middle+ / Senior)
2497,Арт-директор / Креативный директор (В2В интерьеры)
2498,Системный аналитик (стажер)
2499,Бизнес-аналитик (Junior)
2500,Senior DevOps Engineer
2501,Junior QA Engineer / Младший инженер по обеспечению качества (Python)
2502,UX/UI Дизайнер (Gamedev)
2503,Системный аналитик 1С
2504,Python-разработчик
2505,SRE
2506,Senior Kubernetes администратор
2507,Начальник спортивной сборной команды (по лыжным видам спорта)
2508,SMM менеджер
2509,"Бизнес-аналитик (middle, middle-)"
2510,PHP разработчик / PHP Developer
2511,HR BP / Talent acquisition manager
2512,"Руководитель проектов (проектный офис ИФК ""Солид"")"
2513,Бизнес-аналитик / Business analyst (c экспертизой в Crypto)
2514,Младший портфельный аналитик
2515,Менеджер digital – проектов
2516,"Старший консультант SAP BW/BPC, отдел технологического консалтинга"
2517,Инженер программист проектировщик АСУ ТП
2518,Data Scientist
2519,Бизнес-аналитик / аналитик
2520,Помощник менеджера маркетплейсов
2521,Менеджер по работе с контекстной рекламой
2522,Бизнес аналитик (веб-приложение)
2523,DevOps engineer(Python)
2524,Ведущий бизнес-аналитик 1С (Финансовый контроль/Бюджетирование)
2525,Специалист управления грузовым автопарком
2526,Web Designer
2527,Account Manager [Junior]
2528,Системный аналитик (web)
2529,PHP программист
2530,Бизнес-аналитик Директум
2531,Тревел-журналист в сервис путешествий
2532,Full-stack аналитик
2533,Frontend Tech Lead
2534,Аналитик департамента планирования
2535,Графический дизайнер/Верстальщик (направление маркетплейсы/ОФИС)
2536,Маркетинговый аналитик/ Аналитик данных
2537,Архитектор ERP систем
2538,Business Analyst in Global Market Team
2539,Старший бухгалтер
2540,Специалист по управлению данными (отдел бизнес-аналитики и управления данными)
2541,Специалист по контекстной рекламе (Удаленно)
2542,Senior продуктовый дизайнер (UX/UI)
2543,BI-аналитик/ специалист SQL/ финансовый контролер
2544,Аналитик расходов автопарка
2545,Менеджер по продажам (IT)
2546,Младший бизнес аналитик (BI)
2547,Разработчик .net / С#
2548,Программист 1С (Junior +)
2549,Senior Retail Analytics Manager
2550,Руководитель проектов по развитию системы быстрых платежей
2551,Старший администратор инфраструктуры 1С (Devops)
2552,Devops Engineer / Системный администратор
2553,Аналитик 1С проектов внедрения
2554,Старший системный аналитик
2555,Менеджер по продажам 1 линии / Квалификатор / Менеджер call-центра
2556,Аналитик E-Commerce / Продуктовый аналитик
2557,Проектный менеджер по локализации
2558,Менеджер Wildberries / Менеджер маркетплейсов
2559,Junior QA-инженер (мануальное тестирование)
2560,Маркетолог / Digital-маркетолог
2561,Legal Specialist (Reputation and Intellectual Property Protection)
2562,Специалист отдела претензий (гибридный формат)
2563,Golang developer (Видеоплатформа и сервисы)
2564,Проектный менеджер / Бизнес-аналитик
2565,DevOps инженер
2566,Стажер-аналитик
2567,Проджект-менеджер/Аналитик
2568,Руководитель группы (BI - отчетность: Персонал)
2569,Marketing Manager
2570,Web разработчик/Разработчик (1С-Битрикс)
2571,Менеджер по работе с кабинетами летуаль и золотое яблоко
2572,Бизнес-аналитик в команду DWH Маркета
2573,IOS Developer (Middle / Senior)
2574,Руководитель проектов/Event Producer
2575,Бизнес-эксперт (CRM)
2576,Методолог систем бюджетного управления
2577,Категорийный менеджер
2578,Инженер по эксплуатации (2 ЛТП)
2579,Business Development Manager (NGFW)
2580,Менеджер маркетплейса
2581,Бизнес-аналитик (проектное финансирование недвижимости)
2582,Бизнес аналитик (Офис главного конструктора)
2583,Системный администратор (специалист техподдержки)
2584,Руководитель продуктового маркетинга (машиностроение)
2585,Fullstack QA-инженер
2586,Ведущий системный аналитик 1С (POS)
2587,Инженер службы технической поддержки
2588,Ведущий инженер-программист
2589,Младший аналитик-разработчик (SQL)
2590,Аккаунт менеджер (BI)
2591,Менеджер по продажам через брокеров
2592,Бизнес-аналитик (TMS логистика)
2593,Младший разработчик С#
2594,Бизнес-аналитик (senior)
2595,Product Manager (WB Finance)
2596,Senior Sales Manager B2B LATAM / Business Development Manager LATAM / BDM LATAM
2597,Application Security Engineer/ AppSec
2598,Media buyer (Монетизатор)
2599,Аналитик (СберБраузер)
2600,Бизнес аналитик ML/AI
2601,Devops-инженер (Middle/Senior)
2602,Технический архитектор в VK Tech
2603,Бизнес-аналитик Корпоративный бизнес
2604,Бизнес-аналитик (гибридный формат работы)
2605,Backend-разработчик (.net)
2606,Веб Дизайнер
2607,Бизнес-консультант/Senior бизнес-аналитик (Supply Chain Management)
2608,Владелец продукта/Product Owner в ВТБ Онлайн
2609,UX/UI дизайнер
2610,Директор по маркетингу и PR
2611,Middle C++ разработчик
2612,Бизнес-аналитик/системный аналитик*
2613,Разработчик back-end
2614,SRE инженер
2615,Химик-аналитик аналитической лаборатории Испытательной лаборатории
2616,Ведущий Бизнес-аналитик 1С (Розница)
2617,Data/BI analyst (Middle)
2618,SRE / DevOPS-инженер
2619,"Эксперт Оценка кредитного риска и автоматизация (Бизнес-аналитик, Data-инженер)"
2620,Product owner/руководитель проектов автоматизации HR систем
2621,Аккаунт-менеджер проектов в области исследования и аналитики информационного поля
2622,Стажер DevOps-инженер
2623,Аналитик отдела планирования
2624,Senior iOS Developer
2625,Бренд-менеджер
2626,Unity разработчик в GameDev
2627,Java Senior (Фиджитал КМ)
2628,Системный аналитик (Финтех) / System Analyst
2629,Специалист по контролю качества (middle+)
2630,Системный/Бизнес аналитик (Middle+)
2631,Бизнес-аналитик на мобильные приложения
2632,SMM-менеджер / Копирайтер / Email-маркетолог / Контент-менеджер (удаленно)
2633,HR Business Partner / HRBP
2634,Frontend Developer (React)
2635,Middle C++-разработчик
2636,"Senior DevOps Engineer (SaaS, e-comm)"
2637,Программист 1С (Удаленно)
2638,Инженер автоматизированного тестирования ПО
2639,"Бизнес-аналитик/методолог (Middle) в Управление ""Единая клиентская идентификация"" Биометрия"
2640,Java Team Lead / Руководитель отдела разработки
2641,Старший бизнес-аналитик
2642,Младший бизнес-аналитик / стажёр
2643,Руководитель IT проектов/Бизнес аналитик
2644,Менеджер проекта
2645,DevOps-инженер (SB)
2646,Junior web программист / интегратор (арбитраж трафика)
2647,Менеджер стратегического и операционного управления (международные рынки)
2648,Бизнес-аналитик (CJE)
2649,DevOps Engineer (GigaCode)
2650,Junior Project Manager
2651,Senior frontend-разработчик (react)
2652,Аналитик бизнес-процессов
2653,Системный аналитик (SberIDP)
2654,Бизнес-аналитик (сайт)
2655,DevOps инженер (Middle| Senior)
2656,DevOps engineer / DevOps инженер
2657,Sales Manager
2658,Python developer (middle/middle+)
2659,Front-end разработчик
2660,Ведущий разработчик BI/ Архитектор BI
2661,Senior React разработчик
2662,Исполнительный директор / Операционный директор (производственная компания)
2663,Бизнес-аналитик (бизнес-процессы)
2664,Head of SEO
2665,Специалист контакт-центра
2666,Разработчик оптимизационных алгоритмов (Python)
2667,DevOps инженер в Банк
2668,Младший тестировщик (Junior QA)
2669,Аналитик по продажам и производству
2670,Старший консультант центра методологии проектной деятельности
2671,Специалист поддержки в Яндекс Практикум
2672,Администратор WMS
2673,Менеджер маркетплейса (удаленно)
2674,Маркетолог (SaaS)
2675,DevOps (Эксперт-Senior/Team Lead)
2676,Системный аналитик ИТ-систем платёжного контура
2677,Аналитик по противодействию мошенничеству
2678,Бизнес-аналитик (цифровые финансовые активы)
2679,Бизнес-аналитик 1С: ERP
2680,BI-Analyst (iGaming)
2681,Системный аналитик (финансовые проекты)
2682,IT Sourcer\Researcher
2683,Коммерческий директор по маркетплейсам
2684,Продуктовый / Web аналитик
2685,Бизнес - Аналитик (автозапчасти)
2686,Бизнес-аналитик (СRM)
2687,Руководитель отдела маркетинга / Digital-маркетолог (в туристическую компанию)
2688,"Senior Affiliate Manager (IGaming, Tier-1)"
2689,Бизнес-аналитик/методолог процессов валютного контроля
2690,Директолог/Специалист по контекстной рекламе в Яндекс.Директ / Контекстолог
2691,Специалист по тестированию банковского ПО
2692,Аналитик отдела управленческой отчетности
2693,Аналитик данных в команду World
2694,Junior Frontend-разработчик Angular
2695,Бизнес-аналитик HR-Tech (развитие цифровых сервисов)
2696,Менеджер по подбору персонала (HR-менеджер)
2697,Менеджер по закупкам (БЕЗ тендеров)
2698,Бизнес ассистент руководителя
2699,Разработчик 1С ЗУП
2700,Бизнес-консультант / Пресейл-менеджер
2701,Бизнес-аналитик (корпоративный блок) в Банк
2702,IT-консультант в консалтинге (Архитектор)
2703,Python Developer (SberНадежность)
2704,Business Development Manager (Фонд)
2705,WEB-дизайнер
2706,Эксперт по ИТ-процессам
2707,Бизнес/Системный Аналитик
2708,Персональный ассистент фаундера / офис-менеджер в GetTransfer
2709,Ведущий BI-аналитик
2710,Бизнес аналитик департамента продаж
2711,"Лидер команды развития ИС, корпоративных процессов и брендовых сайтов"
2712,Бизнес-аналитик (Виртуальный ассистент)
2713,Product Manager (ASO)
2714,Менеджер по работе с маркетплейсом (Wildberries)
2715,Методолог\методист образовательных программ
2716,Инженер внедрения и сопровождения ПО (ДБО)
2717,Вязальщица / Вязальщик
2718,Руководитель Лакокрасочного Направления
2719,Помощник руководителя с функциями управления проектами
2720,DevOps/SRE инженер
2721,Стажер в департамент аналитики и исследований
2722,"Ассистент отдела продаж на неполный рабочий день, совмещение с учебой / начинающий специалист"
2723,Jun+/Middle Python Developer
2724,Менеджер по продажам (совмещение)
2725,Помощник оператора-наладчика станков с ЧПУ
2726,Системный аналитик (Middle/Senior)
2727,Бизнес-аналитик (Москва)
2728,IT Рекрутер (Стажер)
2729,Процессный бизнес-аналитик
2730,Finance manager/ Финансовый менеджер
2731,Технолог корпоративных продуктов
2732,Тестировщик / QA Engineer (Middle) (Удаленно)
2733,Ассистент аккаунт менеджера
2734,Менеджер по работе с поставщиками IT услуг
2735,Менеджер бонусной программы
2736,Менеджер по работе с ключевыми клиентами/КАМ/Key Account Manager (алкоголь)
2737,Perfomance-маркетолог / Менеджер по интернет продвижению
2738,CTO/Chief Technical Officer
2739,Junior game designer
2740,Интернет-маркетолог (Junior)
2741,Аналитик/Ресерчер/Исследователь
2742,Junior+ Unity3D developer
2743,Python-разработчик (full stack)
2744,SMM-менеджер/контент-менеджер
2745,Менеджер торгового маркетинга (фирменная розница) / Trade Marketing Manager (branded retail)
2746,"Frontend-разработчик в Only (Next.js, React)"
2747,Аналитик продаж
2748,Data Analyst / Аналитик данных
2749,"Бизнес-аналитик команды ""Таможенные сервисы"" (стрим ""ВЭД"")"
2750,"Backend-разработчик (PHP/Laravel, MySQL)"
2751,С++ разработчик (AI-Telecom)
2752,DeVops-инженер 1С
2753,Middle Project Manager (Digital)
2754,DevOps-инженер в GetTransfer.com
2755,Ведущий специалист/экономист
2756,Бизнес-аналитик в IT- компанию
2757,Системный аналитик senior
2758,Разработчик 1С (senior) / ведущий программист 1С
2759,Pentester
2760,Менеджер по работе с маркетплейсом
2761,Авитолог / Менеджер Авито
2762,Бизнес-аналитик 1С
2763,Бизнес-аналитик (интеграция с учетной системой 1С)
2764,Младший тестировщик BI
2765,Тренер (финансово экономическое направление )
2766,"Менеджер интернет-магазина, маркетплейсов"
2767,Аналитик дирекции поддержки бизнеса (Private)
2768,Младший Python-разработчик (FastAPI)
2769,Менеджер по работе с блогерами / Influence маркетолог
2770,Аналитик данных \ Системный аналитик
2771,Backend-разработчик e-commerce
2772,Data Engineer в Отдел разработки инструментов и аналитики данных
2773,Разработчик Navision
2774,Разработчик 1С (отраслевые и специализированные решения)
2775,Технический лидер DevOps
2776,Финансист
2777,DevOps Engineer (Brain4Net)
2778,Product Owner / Владелец продукта
2779,Бизнес-аналитик WMS
2780,Бизнес-аналитик (Luxms BI)
2781,Фуллстек аналитик (системный и бизнес-анализ)
2782,Менеджер по маркетплейсам Ozon (Озон)
2783,Middle DevOps Engineer
2784,DevOps Инженер / SRE
2785,Менеджер по работе с партнерами / Account Manager
2786,Разработчик С++ (Junior)
2787,Бизнес-аналитик по сквозным процессам (Бизнес-архитектура)
2788,Senior Devops Engineer (финтех)
2789,Аналитик поддержки / Специалист технической поддержки
2790,Инженер-программист
2791,Координатор отдела маркетинга
2792,Руководитель направления бизнес-анализа
2793,"Разработчик Go, Платежные продукты, Ozon Банк"
2794,Бизнес-аналитик направления проектирования и управления изменениями
2795,IOS-разработчик
2796,BDM/Менеджер по развитию бизнеса (IT / Бизнес приклад / ПО / Телеком)
2797,Senior Product Manager
2798,Python Middle Developer
2799,Главный DevOps-инженер
2800,Python middle разработчик
2801,PHP-разработчик
2802,Java/Kotlin-разработчик
2803,Трейдер / Аналитик / P2P
2804,Junior+/Middle PHP (Laravel) разработчик в веб-cтудию
2805,Продюсер в онлайн-школу
2806,Аналитик-детектив данных в тревел
2807,Junior Java разработчик
2808,Ведущий менеджер по продажам (продажа ПО)
2809,PHP Developer (удаленно)
2810,Стажер в Отдел Управления Продуктом GUESS/Product-Management Intern
2811,CEO Central Asia region/CRO
2812,English Teacher (NES)
2813,Бизнес-аналитик IT (Ученик обучающего курса)
2814,Аналитик данных в стрим ОАД
2815,Инженер по процессам тестирования/Тест-менеджер
2816,Аналитик 1С
2817,DevOps-инженер внедрения технологий защиты инфраструктуры
2818,Бизнес-аналитик (S&OP процесс)
2819,Проектный менеджер/Бизнес-аналитик
2820,Бизнес/системный аналитик
2821,Senior Account/Project manager
2822,Руководитель департамента контрактного и правового сопровождения инвестпроектов (строительство)
2823,Senior QA-инженер
2824,Администратор проектов
2825,Руководитель группы продуктовой аналитики (FMCG)
2826,Business Development Manager / Менеджер по продажам (IT компания)
2827,Руководитель направления BI отчетности
2828,Редактор
2829,Бизнес-аналитик (Лукоморье)
2830,Бухгалтер (по расходам и поставщикам)
2831,Ведущий аналитик (закупки и снабжение)
2832,Виральный маркетолог
2833,Devops-инженер
2834,Аналитик / Архитектор
2835,Middle PHP-developer
2836,Team Lead команды Бизнес-аналитиков
2837,Руководитель службы обеспечения региональных офисов РФ и Беларуси
2838,Помощник Интернет-маркетолога (удаленно)
2839,Vue frontend middle+/senior
2840,Менеджер по арендаторам
2841,Frontend-разработчик / Frontend developer (ПВЗ)
2842,Project manager
2843,Devops инженер (Развитие аналитических платформ и инструментов)
2844,System Administrator / DevOps
2845,Pre-sales Engineer / Инженер поддержки продаж (Java)
2846,Руководитель проекта WMS / Владелец продукта WMS
2847,Frontend разработчик (middle+)
2848,Бизнес аналитик на финтех проект
2849,Младший тестировщик Десктоп приложений
